ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	圣遗物类别	阶数	主属性库ID	追加属性库ID	追加属性初始条数	套装ID	属性加成等级	基础转化经验	强化等级上限	$#VersionBegin	$#VersionEnd
76351	3	1	10	70600043	0			圣遗物	3	3	1000	301	1	15002	5,9,13,17,21	1260	13		
76352	3	1	10	70600043	0			圣遗物	3	3	1000	301	2	15002	5,9,13,17,21	1260	13		
76353	3	1	10	70600043	0			圣遗物	3	3	1000	301	3	15002	5,9,13,17,21	1260	13		
76354	3	1	10	70600043	0			圣遗物	3	3	1000	301	4	15002	5,9,13,17,21	1260	13		
76410	3	1	10	70600044	0			圣遗物	4	4	5000	401	0	15002	5,9,13,17,21	1680	17		
76411	3	1	10	70600044	0			圣遗物	4	4	5000	401	1	15002	5,9,13,17,21	1680	17		
76412	3	1	10	70600044	0			圣遗物	4	4	5000	401	2	15002	5,9,13,17,21	1680	17		
76413	3	1	10	70600044	0			圣遗物	4	4	5000	401	3	15002	5,9,13,17,21	1680	17		
76414	3	1	10	70600044	0			圣遗物	4	4	5000	401	4	15002	5,9,13,17,21	1680	17		
76420	3	1	10	70600044	0			圣遗物	2	4	2000	401	0	15002	5,9,13,17,21	1680	17		
76421	3	1	10	70600044	0			圣遗物	2	4	2000	401	1	15002	5,9,13,17,21	1680	17		
76422	3	1	10	70600044	0			圣遗物	2	4	2000	401	2	15002	5,9,13,17,21	1680	17		
76423	3	1	10	70600044	0			圣遗物	2	4	2000	401	3	15002	5,9,13,17,21	1680	17		
76424	3	1	10	70600044	0			圣遗物	2	4	2000	401	4	15002	5,9,13,17,21	1680	17		
76430	3	1	10	70600044	0			圣遗物	5	4	3000	401	0	15002	5,9,13,17,21	1680	17		
76431	3	1	10	70600044	0			圣遗物	5	4	3000	401	1	15002	5,9,13,17,21	1680	17		
76432	3	1	10	70600044	0			圣遗物	5	4	3000	401	2	15002	5,9,13,17,21	1680	17		
76433	3	1	10	70600044	0			圣遗物	5	4	3000	401	3	15002	5,9,13,17,21	1680	17		
76434	3	1	10	70600044	0			圣遗物	5	4	3000	401	4	15002	5,9,13,17,21	1680	17		
76440	3	1	10	70600044	0			圣遗物	1	4	4000	401	0	15002	5,9,13,17,21	1680	17		
76441	3	1	10	70600044	0			圣遗物	1	4	4000	401	1	15002	5,9,13,17,21	1680	17		
76442	3	1	10	70600044	0			圣遗物	1	4	4000	401	2	15002	5,9,13,17,21	1680	17		
76443	3	1	10	70600044	0			圣遗物	1	4	4000	401	3	15002	5,9,13,17,21	1680	17		
76444	3	1	10	70600044	0			圣遗物	1	4	4000	401	4	15002	5,9,13,17,21	1680	17		
76450	3	1	10	70600044	0			圣遗物	3	4	1000	401	0	15002	5,9,13,17,21	1680	17		
76451	3	1	10	70600044	0			圣遗物	3	4	1000	401	1	15002	5,9,13,17,21	1680	17		
76452	3	1	10	70600044	0			圣遗物	3	4	1000	401	2	15002	5,9,13,17,21	1680	17		
76453	3	1	10	70600044	0			圣遗物	3	4	1000	401	3	15002	5,9,13,17,21	1680	17		
76454	3	1	10	70600044	0			圣遗物	3	4	1000	401	4	15002	5,9,13,17,21	1680	17		
76510	3	1	10	70600045	0			圣遗物	4	5	5000	501	0	15002	5,9,13,17,21	2100	21		
76511	3	1	10	70600045	0			圣遗物	4	5	5000	501	1	15002	5,9,13,17,21	2100	21		
76512	3	1	10	70600045	0			圣遗物	4	5	5000	501	2	15002	5,9,13,17,21	2100	21		
76513	3	1	10	70600045	0			圣遗物	4	5	5000	501	3	15002	5,9,13,17,21	2100	21		
76514	3	1	10	70600045	0			圣遗物	4	5	5000	501	4	15002	5,9,13,17,21	2100	21		
76520	3	1	10	70600045	0			圣遗物	2	5	2000	501	0	15002	5,9,13,17,21	2100	21		
76521	3	1	10	70600045	0			圣遗物	2	5	2000	501	1	15002	5,9,13,17,21	2100	21		
76522	3	1	10	70600045	0			圣遗物	2	5	2000	501	2	15002	5,9,13,17,21	2100	21		
76523	3	1	10	70600045	0			圣遗物	2	5	2000	501	3	15002	5,9,13,17,21	2100	21		
76524	3	1	10	70600045	0			圣遗物	2	5	2000	501	4	15002	5,9,13,17,21	2100	21		
76530	3	1	10	70600045	0			圣遗物	5	5	3000	501	0	15002	5,9,13,17,21	2100	21		
76531	3	1	10	70600045	0			圣遗物	5	5	3000	501	1	15002	5,9,13,17,21	2100	21		
76532	3	1	10	70600045	0			圣遗物	5	5	3000	501	2	15002	5,9,13,17,21	2100	21		
76533	3	1	10	70600045	0			圣遗物	5	5	3000	501	3	15002	5,9,13,17,21	2100	21		
76534	3	1	10	70600045	0			圣遗物	5	5	3000	501	4	15002	5,9,13,17,21	2100	21		
76540	3	1	10	70600045	0			圣遗物	1	5	4000	501	0	15002	5,9,13,17,21	2100	21		
76541	3	1	10	70600045	0			圣遗物	1	5	4000	501	1	15002	5,9,13,17,21	2100	21		
76542	3	1	10	70600045	0			圣遗物	1	5	4000	501	2	15002	5,9,13,17,21	2100	21		
76543	3	1	10	70600045	0			圣遗物	1	5	4000	501	3	15002	5,9,13,17,21	2100	21		
76544	3	1	10	70600045	0			圣遗物	1	5	4000	501	4	15002	5,9,13,17,21	2100	21		
76550	3	1	10	70600045	0			圣遗物	3	5	1000	501	0	15002	5,9,13,17,21	2100	21		
76551	3	1	10	70600045	0			圣遗物	3	5	1000	501	1	15002	5,9,13,17,21	2100	21		
76552	3	1	10	70600045	0			圣遗物	3	5	1000	501	2	15002	5,9,13,17,21	2100	21		
76553	3	1	10	70600045	0			圣遗物	3	5	1000	501	3	15002	5,9,13,17,21	2100	21		
76554	3	1	10	70600045	0			圣遗物	3	5	1000	501	4	15002	5,9,13,17,21	2100	21		
77310	3	1	10	70600043	0			圣遗物	4	3	5000	301	0	15003	5,9,13,17,21	1260	13		
77311	3	1	10	70600043	0			圣遗物	4	3	5000	301	1	15003	5,9,13,17,21	1260	13		
77312	3	1	10	70600043	0			圣遗物	4	3	5000	301	2	15003	5,9,13,17,21	1260	13		
77313	3	1	10	70600043	0			圣遗物	4	3	5000	301	3	15003	5,9,13,17,21	1260	13		
77314	3	1	10	70600043	0			圣遗物	4	3	5000	301	4	15003	5,9,13,17,21	1260	13		
77320	3	1	10	70600043	0			圣遗物	2	3	2000	301	0	15003	5,9,13,17,21	1260	13		
77321	3	1	10	70600043	0			圣遗物	2	3	2000	301	1	15003	5,9,13,17,21	1260	13		
77322	3	1	10	70600043	0			圣遗物	2	3	2000	301	2	15003	5,9,13,17,21	1260	13		
77323	3	1	10	70600043	0			圣遗物	2	3	2000	301	3	15003	5,9,13,17,21	1260	13		
77324	3	1	10	70600043	0			圣遗物	2	3	2000	301	4	15003	5,9,13,17,21	1260	13		
77330	3	1	10	70600043	0			圣遗物	5	3	3000	301	0	15003	5,9,13,17,21	1260	13		
77331	3	1	10	70600043	0			圣遗物	5	3	3000	301	1	15003	5,9,13,17,21	1260	13		
77332	3	1	10	70600043	0			圣遗物	5	3	3000	301	2	15003	5,9,13,17,21	1260	13		
77333	3	1	10	70600043	0			圣遗物	5	3	3000	301	3	15003	5,9,13,17,21	1260	13		
77334	3	1	10	70600043	0			圣遗物	5	3	3000	301	4	15003	5,9,13,17,21	1260	13		
77340	3	1	10	70600043	0			圣遗物	1	3	4000	301	0	15003	5,9,13,17,21	1260	13		
77341	3	1	10	70600043	0			圣遗物	1	3	4000	301	1	15003	5,9,13,17,21	1260	13		
77342	3	1	10	70600043	0			圣遗物	1	3	4000	301	2	15003	5,9,13,17,21	1260	13		
77343	3	1	10	70600043	0			圣遗物	1	3	4000	301	3	15003	5,9,13,17,21	1260	13		
77344	3	1	10	70600043	0			圣遗物	1	3	4000	301	4	15003	5,9,13,17,21	1260	13		
77350	3	1	10	70600043	0			圣遗物	3	3	1000	301	0	15003	5,9,13,17,21	1260	13		
77351	3	1	10	70600043	0			圣遗物	3	3	1000	301	1	15003	5,9,13,17,21	1260	13		
77352	3	1	10	70600043	0			圣遗物	3	3	1000	301	2	15003	5,9,13,17,21	1260	13		
77353	3	1	10	70600043	0			圣遗物	3	3	1000	301	3	15003	5,9,13,17,21	1260	13		
77354	3	1	10	70600043	0			圣遗物	3	3	1000	301	4	15003	5,9,13,17,21	1260	13		
77410	3	1	10	70600044	0			圣遗物	4	4	5000	401	0	15003	5,9,13,17,21	1680	17		
77411	3	1	10	70600044	0			圣遗物	4	4	5000	401	1	15003	5,9,13,17,21	1680	17		
77412	3	1	10	70600044	0			圣遗物	4	4	5000	401	2	15003	5,9,13,17,21	1680	17		
77413	3	1	10	70600044	0			圣遗物	4	4	5000	401	3	15003	5,9,13,17,21	1680	17		
77414	3	1	10	70600044	0			圣遗物	4	4	5000	401	4	15003	5,9,13,17,21	1680	17		
77420	3	1	10	70600044	0			圣遗物	2	4	2000	401	0	15003	5,9,13,17,21	1680	17		
77421	3	1	10	70600044	0			圣遗物	2	4	2000	401	1	15003	5,9,13,17,21	1680	17		
77422	3	1	10	70600044	0			圣遗物	2	4	2000	401	2	15003	5,9,13,17,21	1680	17		
77423	3	1	10	70600044	0			圣遗物	2	4	2000	401	3	15003	5,9,13,17,21	1680	17		
77424	3	1	10	70600044	0			圣遗物	2	4	2000	401	4	15003	5,9,13,17,21	1680	17		
77430	3	1	10	70600044	0			圣遗物	5	4	3000	401	0	15003	5,9,13,17,21	1680	17		
77431	3	1	10	70600044	0			圣遗物	5	4	3000	401	1	15003	5,9,13,17,21	1680	17		
77432	3	1	10	70600044	0			圣遗物	5	4	3000	401	2	15003	5,9,13,17,21	1680	17		
77433	3	1	10	70600044	0			圣遗物	5	4	3000	401	3	15003	5,9,13,17,21	1680	17		
77434	3	1	10	70600044	0			圣遗物	5	4	3000	401	4	15003	5,9,13,17,21	1680	17		
77440	3	1	10	70600044	0			圣遗物	1	4	4000	401	0	15003	5,9,13,17,21	1680	17		
77441	3	1	10	70600044	0			圣遗物	1	4	4000	401	1	15003	5,9,13,17,21	1680	17		
77442	3	1	10	70600044	0			圣遗物	1	4	4000	401	2	15003	5,9,13,17,21	1680	17		
77443	3	1	10	70600044	0			圣遗物	1	4	4000	401	3	15003	5,9,13,17,21	1680	17		
77444	3	1	10	70600044	0			圣遗物	1	4	4000	401	4	15003	5,9,13,17,21	1680	17		
77450	3	1	10	70600044	0			圣遗物	3	4	1000	401	0	15003	5,9,13,17,21	1680	17		
77451	3	1	10	70600044	0			圣遗物	3	4	1000	401	1	15003	5,9,13,17,21	1680	17		
77452	3	1	10	70600044	0			圣遗物	3	4	1000	401	2	15003	5,9,13,17,21	1680	17		
77453	3	1	10	70600044	0			圣遗物	3	4	1000	401	3	15003	5,9,13,17,21	1680	17		
77454	3	1	10	70600044	0			圣遗物	3	4	1000	401	4	15003	5,9,13,17,21	1680	17		
77510	3	1	10	70600045	0			圣遗物	4	5	5000	501	0	15003	5,9,13,17,21	2100	21		
77511	3	1	10	70600045	0			圣遗物	4	5	5000	501	1	15003	5,9,13,17,21	2100	21		
77512	3	1	10	70600045	0			圣遗物	4	5	5000	501	2	15003	5,9,13,17,21	2100	21		
77513	3	1	10	70600045	0			圣遗物	4	5	5000	501	3	15003	5,9,13,17,21	2100	21		
77514	3	1	10	70600045	0			圣遗物	4	5	5000	501	4	15003	5,9,13,17,21	2100	21		
77520	3	1	10	70600045	0			圣遗物	2	5	2000	501	0	15003	5,9,13,17,21	2100	21		
77521	3	1	10	70600045	0			圣遗物	2	5	2000	501	1	15003	5,9,13,17,21	2100	21		
77522	3	1	10	70600045	0			圣遗物	2	5	2000	501	2	15003	5,9,13,17,21	2100	21		
77523	3	1	10	70600045	0			圣遗物	2	5	2000	501	3	15003	5,9,13,17,21	2100	21		
77524	3	1	10	70600045	0			圣遗物	2	5	2000	501	4	15003	5,9,13,17,21	2100	21		
77530	3	1	10	70600045	0			圣遗物	5	5	3000	501	0	15003	5,9,13,17,21	2100	21		
77531	3	1	10	70600045	0			圣遗物	5	5	3000	501	1	15003	5,9,13,17,21	2100	21		
77532	3	1	10	70600045	0			圣遗物	5	5	3000	501	2	15003	5,9,13,17,21	2100	21		
77533	3	1	10	70600045	0			圣遗物	5	5	3000	501	3	15003	5,9,13,17,21	2100	21		
77534	3	1	10	70600045	0			圣遗物	5	5	3000	501	4	15003	5,9,13,17,21	2100	21		
77540	3	1	10	70600045	0			圣遗物	1	5	4000	501	0	15003	5,9,13,17,21	2100	21		
77541	3	1	10	70600045	0			圣遗物	1	5	4000	501	1	15003	5,9,13,17,21	2100	21		
77542	3	1	10	70600045	0			圣遗物	1	5	4000	501	2	15003	5,9,13,17,21	2100	21		
77543	3	1	10	70600045	0			圣遗物	1	5	4000	501	3	15003	5,9,13,17,21	2100	21		
77544	3	1	10	70600045	0			圣遗物	1	5	4000	501	4	15003	5,9,13,17,21	2100	21		
77550	3	1	10	70600045	0			圣遗物	3	5	1000	501	0	15003	5,9,13,17,21	2100	21		
77551	3	1	10	70600045	0			圣遗物	3	5	1000	501	1	15003	5,9,13,17,21	2100	21		
77552	3	1	10	70600045	0			圣遗物	3	5	1000	501	2	15003	5,9,13,17,21	2100	21		
77553	3	1	10	70600045	0			圣遗物	3	5	1000	501	3	15003	5,9,13,17,21	2100	21		
77554	3	1	10	70600045	0			圣遗物	3	5	1000	501	4	15003	5,9,13,17,21	2100	21		
78310	3	1	10	70600043	0			圣遗物	4	3	5000	301	0	15004	5,9,13,17,21	1260	13		
78311	3	1	10	70600043	0			圣遗物	4	3	5000	301	1	15004	5,9,13,17,21	1260	13		
78312	3	1	10	70600043	0			圣遗物	4	3	5000	301	2	15004	5,9,13,17,21	1260	13		
78313	3	1	10	70600043	0			圣遗物	4	3	5000	301	3	15004	5,9,13,17,21	1260	13		
78314	3	1	10	70600043	0			圣遗物	4	3	5000	301	4	15004	5,9,13,17,21	1260	13		
78320	3	1	10	70600043	0			圣遗物	2	3	2000	301	0	15004	5,9,13,17,21	1260	13		
78321	3	1	10	70600043	0			圣遗物	2	3	2000	301	1	15004	5,9,13,17,21	1260	13		
78322	3	1	10	70600043	0			圣遗物	2	3	2000	301	2	15004	5,9,13,17,21	1260	13		
78323	3	1	10	70600043	0			圣遗物	2	3	2000	301	3	15004	5,9,13,17,21	1260	13		
78324	3	1	10	70600043	0			圣遗物	2	3	2000	301	4	15004	5,9,13,17,21	1260	13		
78330	3	1	10	70600043	0			圣遗物	5	3	3000	301	0	15004	5,9,13,17,21	1260	13		
78331	3	1	10	70600043	0			圣遗物	5	3	3000	301	1	15004	5,9,13,17,21	1260	13		
78332	3	1	10	70600043	0			圣遗物	5	3	3000	301	2	15004	5,9,13,17,21	1260	13		
78333	3	1	10	70600043	0			圣遗物	5	3	3000	301	3	15004	5,9,13,17,21	1260	13		
78334	3	1	10	70600043	0			圣遗物	5	3	3000	301	4	15004	5,9,13,17,21	1260	13		
78340	3	1	10	70600043	0			圣遗物	1	3	4000	301	0	15004	5,9,13,17,21	1260	13		
78341	3	1	10	70600043	0			圣遗物	1	3	4000	301	1	15004	5,9,13,17,21	1260	13		
78342	3	1	10	70600043	0			圣遗物	1	3	4000	301	2	15004	5,9,13,17,21	1260	13		
78343	3	1	10	70600043	0			圣遗物	1	3	4000	301	3	15004	5,9,13,17,21	1260	13		
78344	3	1	10	70600043	0			圣遗物	1	3	4000	301	4	15004	5,9,13,17,21	1260	13		
78350	3	1	10	70600043	0			圣遗物	3	3	1000	301	0	15004	5,9,13,17,21	1260	13		
78351	3	1	10	70600043	0			圣遗物	3	3	1000	301	1	15004	5,9,13,17,21	1260	13		
78352	3	1	10	70600043	0			圣遗物	3	3	1000	301	2	15004	5,9,13,17,21	1260	13		
78353	3	1	10	70600043	0			圣遗物	3	3	1000	301	3	15004	5,9,13,17,21	1260	13		
78354	3	1	10	70600043	0			圣遗物	3	3	1000	301	4	15004	5,9,13,17,21	1260	13		
78410	3	1	10	70600044	0			圣遗物	4	4	5000	401	0	15004	5,9,13,17,21	1680	17		
78411	3	1	10	70600044	0			圣遗物	4	4	5000	401	1	15004	5,9,13,17,21	1680	17		
78412	3	1	10	70600044	0			圣遗物	4	4	5000	401	2	15004	5,9,13,17,21	1680	17		
78413	3	1	10	70600044	0			圣遗物	4	4	5000	401	3	15004	5,9,13,17,21	1680	17		
78414	3	1	10	70600044	0			圣遗物	4	4	5000	401	4	15004	5,9,13,17,21	1680	17		
78420	3	1	10	70600044	0			圣遗物	2	4	2000	401	0	15004	5,9,13,17,21	1680	17		
78421	3	1	10	70600044	0			圣遗物	2	4	2000	401	1	15004	5,9,13,17,21	1680	17		
78422	3	1	10	70600044	0			圣遗物	2	4	2000	401	2	15004	5,9,13,17,21	1680	17		
78423	3	1	10	70600044	0			圣遗物	2	4	2000	401	3	15004	5,9,13,17,21	1680	17		
78424	3	1	10	70600044	0			圣遗物	2	4	2000	401	4	15004	5,9,13,17,21	1680	17		
78430	3	1	10	70600044	0			圣遗物	5	4	3000	401	0	15004	5,9,13,17,21	1680	17		
78431	3	1	10	70600044	0			圣遗物	5	4	3000	401	1	15004	5,9,13,17,21	1680	17		
78432	3	1	10	70600044	0			圣遗物	5	4	3000	401	2	15004	5,9,13,17,21	1680	17		
78433	3	1	10	70600044	0			圣遗物	5	4	3000	401	3	15004	5,9,13,17,21	1680	17		
78434	3	1	10	70600044	0			圣遗物	5	4	3000	401	4	15004	5,9,13,17,21	1680	17		
78440	3	1	10	70600044	0			圣遗物	1	4	4000	401	0	15004	5,9,13,17,21	1680	17		
78441	3	1	10	70600044	0			圣遗物	1	4	4000	401	1	15004	5,9,13,17,21	1680	17		
78442	3	1	10	70600044	0			圣遗物	1	4	4000	401	2	15004	5,9,13,17,21	1680	17		
78443	3	1	10	70600044	0			圣遗物	1	4	4000	401	3	15004	5,9,13,17,21	1680	17		
78444	3	1	10	70600044	0			圣遗物	1	4	4000	401	4	15004	5,9,13,17,21	1680	17		
78450	3	1	10	70600044	0			圣遗物	3	4	1000	401	0	15004	5,9,13,17,21	1680	17		
78451	3	1	10	70600044	0			圣遗物	3	4	1000	401	1	15004	5,9,13,17,21	1680	17		
78452	3	1	10	70600044	0			圣遗物	3	4	1000	401	2	15004	5,9,13,17,21	1680	17		
78453	3	1	10	70600044	0			圣遗物	3	4	1000	401	3	15004	5,9,13,17,21	1680	17		
78454	3	1	10	70600044	0			圣遗物	3	4	1000	401	4	15004	5,9,13,17,21	1680	17		
78510	3	1	10	70600045	0			圣遗物	4	5	5000	501	0	15004	5,9,13,17,21	2100	21		
78511	3	1	10	70600045	0			圣遗物	4	5	5000	501	1	15004	5,9,13,17,21	2100	21		
78512	3	1	10	70600045	0			圣遗物	4	5	5000	501	2	15004	5,9,13,17,21	2100	21		
78513	3	1	10	70600045	0			圣遗物	4	5	5000	501	3	15004	5,9,13,17,21	2100	21		
78514	3	1	10	70600045	0			圣遗物	4	5	5000	501	4	15004	5,9,13,17,21	2100	21		
78520	3	1	10	70600045	0			圣遗物	2	5	2000	501	0	15004	5,9,13,17,21	2100	21		
78521	3	1	10	70600045	0			圣遗物	2	5	2000	501	1	15004	5,9,13,17,21	2100	21		
78522	3	1	10	70600045	0			圣遗物	2	5	2000	501	2	15004	5,9,13,17,21	2100	21		
78523	3	1	10	70600045	0			圣遗物	2	5	2000	501	3	15004	5,9,13,17,21	2100	21		
78524	3	1	10	70600045	0			圣遗物	2	5	2000	501	4	15004	5,9,13,17,21	2100	21		
78530	3	1	10	70600045	0			圣遗物	5	5	3000	501	0	15004	5,9,13,17,21	2100	21		
78531	3	1	10	70600045	0			圣遗物	5	5	3000	501	1	15004	5,9,13,17,21	2100	21		
78532	3	1	10	70600045	0			圣遗物	5	5	3000	501	2	15004	5,9,13,17,21	2100	21		
78533	3	1	10	70600045	0			圣遗物	5	5	3000	501	3	15004	5,9,13,17,21	2100	21		
78534	3	1	10	70600045	0			圣遗物	5	5	3000	501	4	15004	5,9,13,17,21	2100	21		
78540	3	1	10	70600045	0			圣遗物	1	5	4000	501	0	15004	5,9,13,17,21	2100	21		
78541	3	1	10	70600045	0			圣遗物	1	5	4000	501	1	15004	5,9,13,17,21	2100	21		
78542	3	1	10	70600045	0			圣遗物	1	5	4000	501	2	15004	5,9,13,17,21	2100	21		
78543	3	1	10	70600045	0			圣遗物	1	5	4000	501	3	15004	5,9,13,17,21	2100	21		
78544	3	1	10	70600045	0			圣遗物	1	5	4000	501	4	15004	5,9,13,17,21	2100	21		
78550	3	1	10	70600045	0			圣遗物	3	5	1000	501	0	15004	5,9,13,17,21	2100	21		
78551	3	1	10	70600045	0			圣遗物	3	5	1000	501	1	15004	5,9,13,17,21	2100	21		
78552	3	1	10	70600045	0			圣遗物	3	5	1000	501	2	15004	5,9,13,17,21	2100	21		
78553	3	1	10	70600045	0			圣遗物	3	5	1000	501	3	15004	5,9,13,17,21	2100	21		
78554	3	1	10	70600045	0			圣遗物	3	5	1000	501	4	15004	5,9,13,17,21	2100	21		
79310	3	1	10	70600043	0			圣遗物	4	3	5000	301	0	15005	5,9,13,17,21	1260	13		
79311	3	1	10	70600043	0			圣遗物	4	3	5000	301	1	15005	5,9,13,17,21	1260	13		
79312	3	1	10	70600043	0			圣遗物	4	3	5000	301	2	15005	5,9,13,17,21	1260	13		
79313	3	1	10	70600043	0			圣遗物	4	3	5000	301	3	15005	5,9,13,17,21	1260	13		
79314	3	1	10	70600043	0			圣遗物	4	3	5000	301	4	15005	5,9,13,17,21	1260	13		
79320	3	1	10	70600043	0			圣遗物	2	3	2000	301	0	15005	5,9,13,17,21	1260	13		
79321	3	1	10	70600043	0			圣遗物	2	3	2000	301	1	15005	5,9,13,17,21	1260	13		
79322	3	1	10	70600043	0			圣遗物	2	3	2000	301	2	15005	5,9,13,17,21	1260	13		
79323	3	1	10	70600043	0			圣遗物	2	3	2000	301	3	15005	5,9,13,17,21	1260	13		
79324	3	1	10	70600043	0			圣遗物	2	3	2000	301	4	15005	5,9,13,17,21	1260	13		
79330	3	1	10	70600043	0			圣遗物	5	3	3000	301	0	15005	5,9,13,17,21	1260	13		
79331	3	1	10	70600043	0			圣遗物	5	3	3000	301	1	15005	5,9,13,17,21	1260	13		
79332	3	1	10	70600043	0			圣遗物	5	3	3000	301	2	15005	5,9,13,17,21	1260	13		
79333	3	1	10	70600043	0			圣遗物	5	3	3000	301	3	15005	5,9,13,17,21	1260	13		
79334	3	1	10	70600043	0			圣遗物	5	3	3000	301	4	15005	5,9,13,17,21	1260	13		
79340	3	1	10	70600043	0			圣遗物	1	3	4000	301	0	15005	5,9,13,17,21	1260	13		
79341	3	1	10	70600043	0			圣遗物	1	3	4000	301	1	15005	5,9,13,17,21	1260	13		
79342	3	1	10	70600043	0			圣遗物	1	3	4000	301	2	15005	5,9,13,17,21	1260	13		
79343	3	1	10	70600043	0			圣遗物	1	3	4000	301	3	15005	5,9,13,17,21	1260	13		
79344	3	1	10	70600043	0			圣遗物	1	3	4000	301	4	15005	5,9,13,17,21	1260	13		
79350	3	1	10	70600043	0			圣遗物	3	3	1000	301	0	15005	5,9,13,17,21	1260	13		
79351	3	1	10	70600043	0			圣遗物	3	3	1000	301	1	15005	5,9,13,17,21	1260	13		
79352	3	1	10	70600043	0			圣遗物	3	3	1000	301	2	15005	5,9,13,17,21	1260	13		
79353	3	1	10	70600043	0			圣遗物	3	3	1000	301	3	15005	5,9,13,17,21	1260	13		
79354	3	1	10	70600043	0			圣遗物	3	3	1000	301	4	15005	5,9,13,17,21	1260	13		
79410	3	1	10	70600044	0			圣遗物	4	4	5000	401	0	15005	5,9,13,17,21	1680	17		
79411	3	1	10	70600044	0			圣遗物	4	4	5000	401	1	15005	5,9,13,17,21	1680	17		
79412	3	1	10	70600044	0			圣遗物	4	4	5000	401	2	15005	5,9,13,17,21	1680	17		
79413	3	1	10	70600044	0			圣遗物	4	4	5000	401	3	15005	5,9,13,17,21	1680	17		
79414	3	1	10	70600044	0			圣遗物	4	4	5000	401	4	15005	5,9,13,17,21	1680	17		
79420	3	1	10	70600044	0			圣遗物	2	4	2000	401	0	15005	5,9,13,17,21	1680	17		
79421	3	1	10	70600044	0			圣遗物	2	4	2000	401	1	15005	5,9,13,17,21	1680	17		
79422	3	1	10	70600044	0			圣遗物	2	4	2000	401	2	15005	5,9,13,17,21	1680	17		
79423	3	1	10	70600044	0			圣遗物	2	4	2000	401	3	15005	5,9,13,17,21	1680	17		
79424	3	1	10	70600044	0			圣遗物	2	4	2000	401	4	15005	5,9,13,17,21	1680	17		
79430	3	1	10	70600044	0			圣遗物	5	4	3000	401	0	15005	5,9,13,17,21	1680	17		
79431	3	1	10	70600044	0			圣遗物	5	4	3000	401	1	15005	5,9,13,17,21	1680	17		
79432	3	1	10	70600044	0			圣遗物	5	4	3000	401	2	15005	5,9,13,17,21	1680	17		
79433	3	1	10	70600044	0			圣遗物	5	4	3000	401	3	15005	5,9,13,17,21	1680	17		
79434	3	1	10	70600044	0			圣遗物	5	4	3000	401	4	15005	5,9,13,17,21	1680	17		
79440	3	1	10	70600044	0			圣遗物	1	4	4000	401	0	15005	5,9,13,17,21	1680	17		
79441	3	1	10	70600044	0			圣遗物	1	4	4000	401	1	15005	5,9,13,17,21	1680	17		
79442	3	1	10	70600044	0			圣遗物	1	4	4000	401	2	15005	5,9,13,17,21	1680	17		
79443	3	1	10	70600044	0			圣遗物	1	4	4000	401	3	15005	5,9,13,17,21	1680	17		
79444	3	1	10	70600044	0			圣遗物	1	4	4000	401	4	15005	5,9,13,17,21	1680	17		
79450	3	1	10	70600044	0			圣遗物	3	4	1000	401	0	15005	5,9,13,17,21	1680	17		
79451	3	1	10	70600044	0			圣遗物	3	4	1000	401	1	15005	5,9,13,17,21	1680	17		
79452	3	1	10	70600044	0			圣遗物	3	4	1000	401	2	15005	5,9,13,17,21	1680	17		
79453	3	1	10	70600044	0			圣遗物	3	4	1000	401	3	15005	5,9,13,17,21	1680	17		
79454	3	1	10	70600044	0			圣遗物	3	4	1000	401	4	15005	5,9,13,17,21	1680	17		
79510	3	1	10	70600045	0			圣遗物	4	5	5000	501	0	15005	5,9,13,17,21	2100	21		
79511	3	1	10	70600045	0			圣遗物	4	5	5000	501	1	15005	5,9,13,17,21	2100	21		
79512	3	1	10	70600045	0			圣遗物	4	5	5000	501	2	15005	5,9,13,17,21	2100	21		
79513	3	1	10	70600045	0			圣遗物	4	5	5000	501	3	15005	5,9,13,17,21	2100	21		
79514	3	1	10	70600045	0			圣遗物	4	5	5000	501	4	15005	5,9,13,17,21	2100	21		
79520	3	1	10	70600045	0			圣遗物	2	5	2000	501	0	15005	5,9,13,17,21	2100	21		
79521	3	1	10	70600045	0			圣遗物	2	5	2000	501	1	15005	5,9,13,17,21	2100	21		
79522	3	1	10	70600045	0			圣遗物	2	5	2000	501	2	15005	5,9,13,17,21	2100	21		
79523	3	1	10	70600045	0			圣遗物	2	5	2000	501	3	15005	5,9,13,17,21	2100	21		
79524	3	1	10	70600045	0			圣遗物	2	5	2000	501	4	15005	5,9,13,17,21	2100	21		
79530	3	1	10	70600045	0			圣遗物	5	5	3000	501	0	15005	5,9,13,17,21	2100	21		
79531	3	1	10	70600045	0			圣遗物	5	5	3000	501	1	15005	5,9,13,17,21	2100	21		
79532	3	1	10	70600045	0			圣遗物	5	5	3000	501	2	15005	5,9,13,17,21	2100	21		
79533	3	1	10	70600045	0			圣遗物	5	5	3000	501	3	15005	5,9,13,17,21	2100	21		
79534	3	1	10	70600045	0			圣遗物	5	5	3000	501	4	15005	5,9,13,17,21	2100	21		
79540	3	1	10	70600045	0			圣遗物	1	5	4000	501	0	15005	5,9,13,17,21	2100	21		
79541	3	1	10	70600045	0			圣遗物	1	5	4000	501	1	15005	5,9,13,17,21	2100	21		
79542	3	1	10	70600045	0			圣遗物	1	5	4000	501	2	15005	5,9,13,17,21	2100	21		
