技能ID	开启天赋配置	[增加属性]1类型	[增加属性]1值	[增加属性]2类型	[增加属性]2值	参数1	参数2	参数3	参数4	参数5	参数6	参数7	参数8	参数9	参数10	参数11	参数12	参数13	参数14	参数15	参数16	参数17	技能组ID	等级	类型	消耗金币	消耗道具1ID	消耗道具1数量	消耗道具2ID	消耗道具2数量	消耗道具3ID	消耗道具3数量	筛选条件1	筛选条件2	突破等级	生活效果类型	生活效果参数1	生活效果参数2	生活效果参数3	生活效果参数4	效果全队生效	$#VersionBegin	$#VersionEnd
233112	Xiangling_ProudSkill_31					1.097561	1.09956	0.681727	0.369852	1.855258	3.358656	25											2331	12	3	0	0	0	0	0	0	0			4								
233113	Xiangling_ProudSkill_31					1.186334	1.188495	0.736867	0.399766	2.005315	3.630312	25											2331	13	3	0	0	0	0	0	0	0			4								
233114	Xiangling_ProudSkill_31					1.275107	1.27743	0.792007	0.429681	2.155373	3.901968	25											2331	14	3	0	0	0	0	0	0	0			4								
233115	Xiangling_ProudSkill_31					1.371951	1.37445	0.852159	0.462315	2.319072	4.19832	25											2331	15	3	0	0	0	0	0	0	0			4								
233201	Xiangling_ProudSkill_32					1.048	6																2332	1	3	0	0	0	0	0	0	0			0								
233202	Xiangling_ProudSkill_32					1.1266	6																2332	2	3	7500	104313	2	112002	1	0	0			0								
233203	Xiangling_ProudSkill_32					1.2052	6																2332	3	3	12500	104313	4	112002	2	0	0			0								
233204	Xiangling_ProudSkill_32					1.31	6																2332	4	3	17500	104313	8	112002	4	0	0			1								
233205	Xiangling_ProudSkill_32					1.3886	6																2332	5	3	20000	104314	5	112003	2	0	0			1								
233206	Xiangling_ProudSkill_32					1.4672	6																2332	6	3	25000	104314	8	112003	3	0	0			2								
233207	Xiangling_ProudSkill_32					1.572	6																2332	7	3	30000	104314	10	112003	5	0	0			2								
233208	Xiangling_ProudSkill_32					1.6768	6																2332	8	3	32500	104315	5	112004	5	113004	1			3								
233209	Xiangling_ProudSkill_32					1.7816	6																2332	9	3	37500	104315	8	112004	7	113004	1			3								
233210	Xiangling_ProudSkill_32					1.8864	6																2332	10	3	42500	104315	10	112004	8	113004	2			4								
233211	Xiangling_ProudSkill_32					1.9912	6																2332	11	3	0	0	0	0	0	0	0			4								
233212	Xiangling_ProudSkill_32					2.096	6																2332	12	3	0	0	0	0	0	0	0			4								
233213	Xiangling_ProudSkill_32					2.227	6																2332	13	3	0	0	0	0	0	0	0			4								
233214	Xiangling_ProudSkill_32					2.358	6																2332	14	3	0	0	0	0	0	0	0			4								
233215	Xiangling_ProudSkill_32					2.489	6																2332	15	3	0	0	0	0	0	0	0			4								
233901	Xiangling_ProudSkill_33					1.7944	0.712	0.784	0.888	15	60												2339	1	3	0	0	0	0	0	0	0			0								
233902	Xiangling_ProudSkill_33					1.92898	0.7654	0.8428	0.9546	15	60												2339	2	3	7500	104313	2	112002	1	0	0			0								
233903	Xiangling_ProudSkill_33					2.06356	0.8188	0.9016	1.0212	15	60												2339	3	3	12500	104313	4	112002	2	0	0			0								
233904	Xiangling_ProudSkill_33					2.243	0.89	0.98	1.11	15	60												2339	4	3	17500	104313	8	112002	4	0	0			1								
233905	Xiangling_ProudSkill_33					2.37758	0.9434	1.0388	1.1766	15	60												2339	5	3	20000	104314	5	112003	2	0	0			1								
233906	Xiangling_ProudSkill_33					2.51216	0.9968	1.0976	1.2432	15	60												2339	6	3	25000	104314	8	112003	3	0	0			2								
233907	Xiangling_ProudSkill_33					2.6916	1.068	1.176	1.332	15	60												2339	7	3	30000	104314	10	112003	5	0	0			2								
233908	Xiangling_ProudSkill_33					2.87104	1.1392	1.2544	1.4208	15	60												2339	8	3	32500	104315	5	112004	5	113004	1			3								
233909	Xiangling_ProudSkill_33					3.05048	1.2104	1.3328	1.5096	15	60												2339	9	3	37500	104315	8	112004	7	113004	1			3								
233910	Xiangling_ProudSkill_33					3.22992	1.2816	1.4112	1.5984	15	60												2339	10	3	42500	104315	10	112004	8	113004	2			4								
233911	Xiangling_ProudSkill_33					3.40936	1.3528	1.4896	1.6872	15	60												2339	11	3	0	0	0	0	0	0	0			4								
233912	Xiangling_ProudSkill_33					3.5888	1.424	1.568	1.776	15	60												2339	12	3	0	0	0	0	0	0	0			4								
233913	Xiangling_ProudSkill_33					3.8131	1.513	1.666	1.887	15	60												2339	13	3	0	0	0	0	0	0	0			4								
233914	Xiangling_ProudSkill_33					4.0374	1.602	1.764	1.998	15	60												2339	14	3	0	0	0	0	0	0	0			4								
233915	Xiangling_ProudSkill_33					4.2617	1.691	1.862	2.109	15	60												2339	15	3	0	0	0	0	0	0	0			4								
241101		3	0.04	51	0.025	0.04	0.025																2411	1	1	0	0	0	0	0	0	0			0								
241102		3	0.0432	51	0.027	0.0432	0.027																2411	2	1	7500	104316	2	112008	1	0	0			0								
241103		3	0.0464	51	0.029	0.0464	0.029																2411	3	1	12500	104316	4	112008	2	0	0			0								
241104		3	0.0512	51	0.032	0.0512	0.032																2411	4	1	17500	104316	8	112008	4	0	0			1								
241105		3	0.0544	51	0.034	0.0544	0.034																2411	5	1	20000	104317	5	112009	2	0	0			1								
241106		3	0.0576	51	0.036	0.0576	0.036																2411	6	1	25000	104317	8	112009	3	0	0			2								
241107		3	0.064	51	0.04	0.064	0.04																2411	7	1	30000	104317	10	112009	5	0	0			2								
241108		3	0.068	51	0.0425	0.068	0.0425																2411	8	1	32500	104318	5	112010	5	113005	1			3								
241109		3	0.072	51	0.045	0.072	0.045																2411	9	1	37500	104318	8	112010	7	113005	1			3								
241110		3	0.08	51	0.05	0.08	0.05																2411	10	1	42500	104318	10	112010	8	113005	2			4								
242101	Beidou_PermanentSkill_1					2																	2421	1	2	0	0	0	0	0	0	0			1								
242201	Beidou_PermanentSkill_2					0.16																	2422	1	2	0	0	0	0	0	0	0			3								
242301						1																	2423	1	2	0	0	0	0	0	0	0			0	102	1	4	1,2,4	1			
243101	Beidou_ProudSkill_1					0.6407	0.63812	0.7955	0.77916	1.0105	0.56244	1.01824	40	5									2431	1	3	0	0	0	0	0	0	0			0								
243102	Beidou_ProudSkill_1					0.69285	0.69006	0.86025	0.84258	1.09275	0.60822	1.10112	40	5									2431	2	3	7500	104316	2	112008	1	0	0			0								
243103	Beidou_ProudSkill_1					0.745	0.742	0.925	0.906	1.175	0.654	1.184	40	5									2431	3	3	12500	104316	4	112008	2	0	0			0								
243104	Beidou_ProudSkill_1					0.8195	0.8162	1.0175	0.9966	1.2925	0.7194	1.3024	40	5									2431	4	3	17500	104316	8	112008	4	0	0			1								
243105	Beidou_ProudSkill_1					0.87165	0.86814	1.08225	1.06002	1.37475	0.76518	1.38528	40	5									2431	5	3	20000	104317	5	112009	2	0	0			1								
243106	Beidou_ProudSkill_1					0.93125	0.9275	1.15625	1.1325	1.46875	0.8175	1.48	40	5									2431	6	3	25000	104317	8	112009	3	0	0			2								
243107	Beidou_ProudSkill_1					1.0132	1.00912	1.258	1.23216	1.598	0.88944	1.61024	40	5									2431	7	3	30000	104317	10	112009	5	0	0			2								
243108	Beidou_ProudSkill_1					1.09515	1.09074	1.35975	1.33182	1.72725	0.96138	1.74048	40	5									2431	8	3	32500	104318	5	112010	5	113005	1			3								
243109	Beidou_ProudSkill_1					1.1771	1.17236	1.4615	1.43148	1.8565	1.03332	1.87072	40	5									2431	9	3	37500	104318	8	112010	7	113005	1			3								
243110	Beidou_ProudSkill_1					1.2665	1.2614	1.5725	1.5402	1.9975	1.1118	2.0128	40	5									2431	10	3	42500	104318	10	112010	8	113005	2			4								
243111	Beidou_ProudSkill_1					1.368938	1.363425	1.699688	1.664775	2.159063	1.201725	2.1756	40	5									2431	11	3	0	0	0	0	0	0	0			4								
243112	Beidou_ProudSkill_1					1.489404	1.483406	1.84926	1.811275	2.34906	1.307477	2.367053	40	5									2431	12	3	0	0	0	0	0	0	0			4								
243113	Beidou_ProudSkill_1					1.60987	1.603388	1.998833	1.957775	2.539057	1.413229	2.558506	40	5									2431	13	3	0	0	0	0	0	0	0			4								
243114	Beidou_ProudSkill_1					1.730337	1.723369	2.148405	2.104276	2.729055	1.51898	2.749958	40	5									2431	14	3	0	0	0	0	0	0	0			4								
243115	Beidou_ProudSkill_1					1.861755	1.854258	2.311575	2.264094	2.936325	1.634346	2.958816	40	5									2431	15	3	0	0	0	0	0	0	0			4								
243201	Beidou_ProudSkill_2					0.2	1.216	1.6	7.5														2432	1	3	0	0	0	0	0	0	0			0								
243202	Beidou_ProudSkill_2					0.205	1.3072	1.72	7.5														2432	2	3	7500	104316	2	112008	1	0	0			0								
243203	Beidou_ProudSkill_2					0.21	1.3984	1.84	7.5														2432	3	3	12500	104316	4	112008	2	0	0			0								
243204	Beidou_ProudSkill_2					0.22	1.52	2	7.5														2432	4	3	17500	104316	8	112008	4	0	0			1								
243205	Beidou_ProudSkill_2					0.225	1.6112	2.12	7.5														2432	5	3	20000	104317	5	112009	2	0	0			1								
243206	Beidou_ProudSkill_2					0.23	1.7024	2.24	7.5														2432	6	3	25000	104317	8	112009	3	0	0			2								
243207	Beidou_ProudSkill_2					0.24	1.824	2.4	7.5														2432	7	3	30000	104317	10	112009	5	0	0			2								
243208	Beidou_ProudSkill_2					0.25	1.9456	2.56	7.5														2432	8	3	32500	104318	5	112010	5	113005	1			3								
243209	Beidou_ProudSkill_2					0.26	2.0672	2.72	7.5														2432	9	3	37500	104318	8	112010	7	113005	1			3								
243210	Beidou_ProudSkill_2					0.27	2.1888	2.88	7.5														2432	10	3	42500	104318	10	112010	8	113005	2			4								
243211	Beidou_ProudSkill_2					0.28	2.3104	3.04	7.5														2432	11	3	0	0	0	0	0	0	0			4								
243212	Beidou_ProudSkill_2					0.29	2.432	3.2	7.5														2432	12	3	0	0	0	0	0	0	0			4								
243213	Beidou_ProudSkill_2					0.3	2.584	3.4	7.5														2432	13	3	0	0	0	0	0	0	0			4								
243214	Beidou_ProudSkill_2					0.31	2.736	3.6	7.5														2432	14	3	0	0	0	0	0	0	0			4								
243215	Beidou_ProudSkill_2					0.32	2.888	3.8	7.5														2432	15	3	0	0	0	0	0	0	0			4								
243901	Beidou_ProudSkill_3					0.816	0.568	0.2	15	15	60												2439	1	3	0	0	0	0	0	0	0			0								
243902	Beidou_ProudSkill_3					0.8772	0.6106	0.21	15	15	60												2439	2	3	7500	104316	2	112008	1	0	0			0								
243903	Beidou_ProudSkill_3					0.9384	0.6532	0.22	15	15	60												2439	3	3	12500	104316	4	112008	2	0	0			0								
243904	Beidou_ProudSkill_3					1.02	0.71	0.24	15	15	60												2439	4	3	17500	104316	8	112008	4	0	0			1								
243905	Beidou_ProudSkill_3					1.0812	0.7526	0.25	15	15	60												2439	5	3	20000	104317	5	112009	2	0	0			1								
243906	Beidou_ProudSkill_3					1.1424	0.7952	0.26	15	15	60												2439	6	3	25000	104317	8	112009	3	0	0			2								
243907	Beidou_ProudSkill_3					1.224	0.852	0.28	15	15	60												2439	7	3	30000	104317	10	112009	5	0	0			2								
243908	Beidou_ProudSkill_3					1.3056	0.9088	0.3	15	15	60												2439	8	3	32500	104318	5	112010	5	113005	1			3								
243909	Beidou_ProudSkill_3					1.3872	0.9656	0.32	15	15	60												2439	9	3	37500	104318	8	112010	7	113005	1			3								
243910	Beidou_ProudSkill_3					1.4688	1.0224	0.34	15	15	60												2439	10	3	42500	104318	10	112010	8	113005	2			4								
243911	Beidou_ProudSkill_3					1.5504	1.0792	0.35	15	15	60												2439	11	3	0	0	0	0	0	0	0			4								
243912	Beidou_ProudSkill_3					1.632	1.136	0.36	15	15	60												2439	12	3	0	0	0	0	0	0	0			4								
243913	Beidou_ProudSkill_3					1.734	1.207	0.37	15	15	60												2439	13	3	0	0	0	0	0	0	0			4								
243914	Beidou_ProudSkill_3					1.836	1.278	0.38	15	15	60												2439	14	3	0	0	0	0	0	0	0			4								
243915	Beidou_ProudSkill_3					1.938	1.349	0.39	15	15	60												2439	15	3	0	0	0	0	0	0	0			4								
261101	Xiao_CoreSkill_1	44	0.05			0.05	0.05																2611	1	1	0	0	0	0	0	0	0			0								
261102	Xiao_CoreSkill_1	44	0.054			0.054	0.054																2611	2	1	7500	104310	2	112011	1	0	0			0								
261103	Xiao_CoreSkill_1	44	0.058			0.058	0.058																2611	3	1	12500	104310	4	112011	2	0	0			0								
261104	Xiao_CoreSkill_1	44	0.064			0.064	0.064																2611	4	1	17500	104310	8	112011	4	0	0			1								
261105	Xiao_CoreSkill_1	44	0.068			0.068	0.068																2611	5	1	20000	104311	5	112012	2	0	0			1								
261106	Xiao_CoreSkill_1	44	0.072			0.072	0.072																2611	6	1	25000	104311	8	112012	3	0	0			2								
261107	Xiao_CoreSkill_1	44	0.08			0.08	0.08																2611	7	1	30000	104311	10	112012	5	0	0			2								
261108	Xiao_CoreSkill_1	44	0.085			0.085	0.085																2611	8	1	32500	104312	5	112013	5	113007	1			3								
261109	Xiao_CoreSkill_1	44	0.09			0.09	0.09																2611	9	1	37500	104312	8	112013	7	113007	1			3								
261110	Xiao_CoreSkill_1	44	0.1			0.1	0.1																2611	10	1	42500	104312	10	112013	8	113007	2			4								
262101	Xiao_PermanentSkill_1																						2621	1	2	0	0	0	0	0	0	0			1								
262201	Xiao_PermanentSkill_2																						2622	1	2	0	0	0	0	0	0	0			3								
262301	Xiao_Talent_NonCombat_1					0.3																	2623	1	2	0	0	0	0	0	0	0			0								
263101	Xiao_SkillUpgrade_1					0.24252	0.24252	0.50138	0.60372	0.33196	0.33196	0.62952	0.84366	0.6493	1.2986	1.9479							2631	1	3	0	0	0	0	0	0	0			0								
263102	Xiao_SkillUpgrade_1					0.26226	0.26226	0.54219	0.65286	0.35898	0.35898	0.68076	0.91233	0.70215	1.4043	2.10645							2631	2	3	7500	104310	2	112011	1	0	0			0								
263103	Xiao_SkillUpgrade_1					0.282	0.282	0.583	0.702	0.386	0.386	0.732	0.981	0.755	1.51	2.265							2631	3	3	12500	104310	4	112011	2	0	0			0								
263104	Xiao_SkillUpgrade_1					0.3102	0.3102	0.6413	0.7722	0.4246	0.4246	0.8052	1.0791	0.8305	1.661	2.4915							2631	4	3	17500	104310	8	112011	4	0	0			1								
263105	Xiao_SkillUpgrade_1					0.32994	0.32994	0.68211	0.82134	0.45162	0.45162	0.85644	1.14777	0.88335	1.7667	2.65005							2631	5	3	20000	104311	5	112012	2	0	0			1								
263106	Xiao_SkillUpgrade_1					0.3525	0.3525	0.72875	0.8775	0.4825	0.4825	0.915	1.22625	0.94375	1.8875	2.83125							2631	6	3	25000	104311	8	112012	3	0	0			2								
263107	Xiao_SkillUpgrade_1					0.38352	0.38352	0.79288	0.95472	0.52496	0.52496	0.99552	1.33416	1.0268	2.0536	3.0804							2631	7	3	30000	104311	10	112012	5	0	0			2								
263108	Xiao_SkillUpgrade_1					0.41454	0.41454	0.85701	1.03194	0.56742	0.56742	1.07604	1.44207	1.10985	2.2197	3.32955							2631	8	3	32500	104312	5	112013	5	113007	1			3								
263109	Xiao_SkillUpgrade_1					0.44556	0.44556	0.92114	1.10916	0.60988	0.60988	1.15656	1.54998	1.1929	2.3858	3.5787							2631	9	3	37500	104312	8	112013	7	113007	1			3								
263110	Xiao_SkillUpgrade_1					0.4794	0.4794	0.9911	1.1934	0.6562	0.6562	1.2444	1.6677	1.2835	2.567	3.8505							2631	10	3	42500	104312	10	112013	8	113007	2			4								
263111	Xiao_SkillUpgrade_1					0.51324	0.51324	1.06106	1.27764	0.70252	0.70252	1.33224	1.78542	1.3741	2.7482	4.1223							2631	11	3	0	0	0	0	0	0	0			4								
263112	Xiao_SkillUpgrade_1					0.54708	0.54708	1.13102	1.36188	0.74884	0.74884	1.42008	1.90314	1.4647	2.9294	4.3941							2631	12	3	0	0	0	0	0	0	0			4								
263113	Xiao_SkillUpgrade_1					0.58092	0.58092	1.20098	1.44612	0.79516	0.79516	1.50792	2.02086	1.5553	3.1106	4.6659							2631	13	3	0	0	0	0	0	0	0			4								
263114	Xiao_SkillUpgrade_1					0.61476	0.61476	1.27094	1.53036	0.84148	0.84148	1.59576	2.13858	1.6459	3.2918	4.9377							2631	14	3	0	0	0	0	0	0	0			4								
263115	Xiao_SkillUpgrade_1					0.6486	0.6486	1.3409	1.6146	0.8878	0.8878	1.6836	2.2563	1.7365	3.473	5.2095							2631	15	3	0	0	0	0	0	0	0			4								
263201	Xiao_SkillUpgrade_2					2.288	10																2632	1	3	0	0	0	0	0	0	0			0								
263202	Xiao_SkillUpgrade_2					2.4596	10																2632	2	3	7500	104310	2	112011	1	0	0			0								
263203	Xiao_SkillUpgrade_2					2.6312	10																2632	3	3	12500	104310	4	112011	2	0	0			0								
263204	Xiao_SkillUpgrade_2					2.86	10																2632	4	3	17500	104310	8	112011	4	0	0			1								
263205	Xiao_SkillUpgrade_2					3.0316	10																2632	5	3	20000	104311	5	112012	2	0	0			1								
263206	Xiao_SkillUpgrade_2					3.2032	10																2632	6	3	25000	104311	8	112012	3	0	0			2								
263207	Xiao_SkillUpgrade_2					3.432	10																2632	7	3	30000	104311	10	112012	5	0	0			2								
263208	Xiao_SkillUpgrade_2					3.6608	10																2632	8	3	32500	104312	5	112013	5	113007	1			3								
263209	Xiao_SkillUpgrade_2					3.8896	10																2632	9	3	37500	104312	8	112013	7	113007	1			3								
263210	Xiao_SkillUpgrade_2					4.1184	10																2632	10	3	42500	104312	10	112013	8	113007	2			4								
263211	Xiao_SkillUpgrade_2					4.3472	10																2632	11	3	0	0	0	0	0	0	0			4								
263212	Xiao_SkillUpgrade_2					4.576	10																2632	12	3	0	0	0	0	0	0	0			4								
263213	Xiao_SkillUpgrade_2					4.862	10																2632	13	3	0	0	0	0	0	0	0			4								
263214	Xiao_SkillUpgrade_2					5.148	10																2632	14	3	0	0	0	0	0	0	0			4								
263215	Xiao_SkillUpgrade_2					5.434	10																2632	15	3	0	0	0	0	0	0	0			4								
263901	Xiao_SkillUpgrade_3					0.688	0.03	15	15	60													2639	1	3	0	0	0	0	0	0	0			0								
263902	Xiao_SkillUpgrade_3					0.72	0.03	15	15	60													2639	2	3	7500	104310	2	112011	1	0	0			0								
263903	Xiao_SkillUpgrade_3					0.752	0.03	15	15	60													2639	3	3	12500	104310	4	112011	2	0	0			0								
263904	Xiao_SkillUpgrade_3					0.8	0.025	16	15	60													2639	4	3	17500	104310	8	112011	4	0	0			1								
263905	Xiao_SkillUpgrade_3					0.832	0.025	16	15	60													2639	5	3	20000	104311	5	112012	2	0	0			1								
263906	Xiao_SkillUpgrade_3					0.864	0.025	16	15	60													2639	6	3	25000	104311	8	112012	3	0	0			2								
263907	Xiao_SkillUpgrade_3					0.912	0.02	17	15	60													2639	7	3	30000	104311	10	112012	5	0	0			2								
263908	Xiao_SkillUpgrade_3					0.96	0.02	17	15	60													2639	8	3	32500	104312	5	112013	5	113007	1			3								
263909	Xiao_SkillUpgrade_3					1.008	0.02	17	15	60													2639	9	3	37500	104312	8	112013	7	113007	1			3								
263910	Xiao_SkillUpgrade_3					1.056	0.02	17	15	60													2639	10	3	42500	104312	10	112013	8	113007	2			4								
263911	Xiao_SkillUpgrade_3					1.104	0.02	17	15	60													2639	11	3	0	0	0	0	0	0	0			4								
263912	Xiao_SkillUpgrade_3					1.152	0.02	17	15	60													2639	12	3	0	0	0	0	0	0	0			4								
263913	Xiao_SkillUpgrade_3					1.2	0.02	17	15	60													2639	13	3	0	0	0	0	0	0	0			4								
263914	Xiao_SkillUpgrade_3					1.248	0.02	17	15	60													2639	14	3	0	0	0	0	0	0	0			4								
263915	Xiao_SkillUpgrade_3					1.296	0.02	17	15	60													2639	15	3	0	0	0	0	0	0	0			4								
271101		23	0.06			0.06																	2711	1	1	0	0	0	0	0	0	0			0								
271102		23	0.0648			0.0648																	2711	2	1	7500	104310	2	112002	1	0	0			0								
271103		23	0.0696			0.0696																	2711	3	1	12500	104310	4	112002	2	0	0			0								
271104		23	0.0768			0.0768																	2711	4	1	17500	104310	8	112002	4	0	0			1								
271105		23	0.0816			0.0816																	2711	5	1	20000	104311	5	112003	2	0	0			1								
271106		23	0.0864			0.0864																	2711	6	1	25000	104311	8	112003	3	0	0			2								
271107		23	0.096			0.096																	2711	7	1	30000	104311	10	112003	5	0	0			2								
271108		23	0.102			0.102																	2711	8	1	32500	104312	5	112004	5	113008	1			3								
271109		23	0.108			0.108																	2711	9	1	37500	104312	8	112004	7	113008	1			3								
271110		23	0.12			0.12																	2711	10	1	42500	104312	10	112004	8	113008	2			4								
272101	Ningguang_PermanentSkill_1																						2721	1	2	0	0	0	0	0	0	0			1								
272201	Ningguang_PermanentSkill_2					0.12	10																2722	1	2	0	0	0	0	0	0	0			3								
272301						0.8	0.25																2723	1	2	0	0	0	0	0	0	0			0	1	2000	1	1				
273101	Ningguang_SkillUpgrade_1					0.3856	1.784	50															2731	1	3	0	0	0	0	0	0	0			0								
273102	Ningguang_SkillUpgrade_1					0.41452	1.9178	50															2731	2	3	7500	104310	2	112002	1	0	0			0								
273103	Ningguang_SkillUpgrade_1					0.44344	2.0516	50															2731	3	3	12500	104310	4	112002	2	0	0			0								
273104	Ningguang_SkillUpgrade_1					0.482	2.23	50															2731	4	3	17500	104310	8	112002	4	0	0			1								
273105	Ningguang_SkillUpgrade_1					0.51092	2.3638	50															2731	5	3	20000	104311	5	112003	2	0	0			1								
273106	Ningguang_SkillUpgrade_1					0.53984	2.4976	50															2731	6	3	25000	104311	8	112003	3	0	0			2								
273107	Ningguang_SkillUpgrade_1					0.5784	2.676	50															2731	7	3	30000	104311	10	112003	5	0	0			2								
273108	Ningguang_SkillUpgrade_1					0.61696	2.8544	50															2731	8	3	32500	104312	5	112004	5	113008	1			3								
273109	Ningguang_SkillUpgrade_1					0.65552	3.0328	50															2731	9	3	37500	104312	8	112004	7	113008	1			3								
273110	Ningguang_SkillUpgrade_1					0.69408	3.2112	50															2731	10	3	42500	104312	10	112004	8	113008	2			4								
273111	Ningguang_SkillUpgrade_1					0.734182	3.396736	50															2731	11	3	0	0	0	0	0	0	0			4								
273112	Ningguang_SkillUpgrade_1					0.786624	3.63936	50															2731	12	3	0	0	0	0	0	0	0			4								
273113	Ningguang_SkillUpgrade_1					0.839066	3.881984	50															2731	13	3	0	0	0	0	0	0	0			4								
273114	Ningguang_SkillUpgrade_1					0.891507	4.124608	50															2731	14	3	0	0	0	0	0	0	0			4								
273115	Ningguang_SkillUpgrade_1					0.943949	4.367232	50															2731	15	3	0	0	0	0	0	0	0			4								
273201	Ningguang_SkillUpgrade_2					0.032	0.768	1.032	0.6192	3.5	5												2732	1	3	0	0	0	0	0	0	0			0								
273202	Ningguang_SkillUpgrade_2					0.08	0.8256	1.08	0.648	3.5	5												2732	2	3	7500	104310	2	112002	1	0	0			0								
273203	Ningguang_SkillUpgrade_2					0.128	0.8832	1.128	0.6768	3.5	5												2732	3	3	12500	104310	4	112002	2	0	0			0								
273204	Ningguang_SkillUpgrade_2					0.2	0.96	1.2	0.72	4	5												2732	4	3	17500	104310	8	112002	4	0	0			1								
273205	Ningguang_SkillUpgrade_2					0.248	1.0176	1.248	0.7488	4	5												2732	5	3	20000	104311	5	112003	2	0	0			1								
273206	Ningguang_SkillUpgrade_2					0.296	1.0752	1.296	0.7776	4	5												2732	6	3	25000	104311	8	112003	3	0	0			2								
273207	Ningguang_SkillUpgrade_2					0.368	1.152	1.368	0.8208	4.5	5												2732	7	3	30000	104311	10	112003	5	0	0			2								
273208	Ningguang_SkillUpgrade_2					0.44	1.2288	1.44	0.864	4.5	5												2732	8	3	32500	104312	5	112004	5	113008	1			3								
273209	Ningguang_SkillUpgrade_2					0.512	1.3056	1.512	0.9072	4.5	5												2732	9	3	37500	104312	8	112004	7	113008	1			3								
273210	Ningguang_SkillUpgrade_2					0.584	1.3824	1.584	0.9504	4.5	5												2732	10	3	42500	104312	10	112004	8	113008	2			4								
273211	Ningguang_SkillUpgrade_2					0.656	1.4592	1.656	0.9936	4.5	5												2732	11	3	0	0	0	0	0	0	0			4								
273212	Ningguang_SkillUpgrade_2					0.728	1.536	1.728	1.0368	4.5	5												2732	12	3	0	0	0	0	0	0	0			4								
273213	Ningguang_SkillUpgrade_2					0.8	1.632	1.8	1.08	4.5	5												2732	13	3	0	0	0	0	0	0	0			4								
273214	Ningguang_SkillUpgrade_2					0.872	1.728	1.872	1.1232	4.5	5												2732	14	3	0	0	0	0	0	0	0			4								
273215	Ningguang_SkillUpgrade_2					0.944	1.824	1.944	1.1664	4.5	5												2732	15	3	0	0	0	0	0	0	0			4								
273901	Ningguang_SkillUpgrade_3					0.896	15	30															2739	1	3	0	0	0	0	0	0	0			0								
273902	Ningguang_SkillUpgrade_3					0.9632	15	30															2739	2	3	7500	104310	2	112002	1	0	0			0								
273903	Ningguang_SkillUpgrade_3					1.0304	15	30															2739	3	3	12500	104310	4	112002	2	0	0			0								
273904	Ningguang_SkillUpgrade_3					1.12	15	30															2739	4	3	17500	104310	8	112002	4	0	0			1								
273905	Ningguang_SkillUpgrade_3					1.1872	15	30															2739	5	3	20000	104311	5	112003	2	0	0			1								
273906	Ningguang_SkillUpgrade_3					1.2544	15	30															2739	6	3	25000	104311	8	112003	3	0	0			2								
273907	Ningguang_SkillUpgrade_3					1.344	15	30															2739	7	3	30000	104311	10	112003	5	0	0			2								
273908	Ningguang_SkillUpgrade_3					1.4336	15	30															2739	8	3	32500	104312	5	112004	5	113008	1			3								
273909	Ningguang_SkillUpgrade_3					1.5232	15	30															2739	9	3	37500	104312	8	112004	7	113008	1			3								
273910	Ningguang_SkillUpgrade_3					1.6128	15	30															2739	10	3	42500	104312	10	112004	8	113008	2			4								
273911	Ningguang_SkillUpgrade_3					1.7024	15	30															2739	11	3	0	0	0	0	0	0	0			4								
273912	Ningguang_SkillUpgrade_3					1.792	15	30															2739	12	3	0	0	0	0	0	0	0			4								
273913	Ningguang_SkillUpgrade_3					1.904	15	30															2739	13	3	0	0	0	0	0	0	0			4								
273914	Ningguang_SkillUpgrade_3					2.016	15	30															2739	14	3	0	0	0	0	0	0	0			4								
273915	Ningguang_SkillUpgrade_3					2.128	15	30															2739	15	3	0	0	0	0	0	0	0			4								
291101	Klee_CoreSkill					0.02																	2911	1	1	0	0	0	0	0	0	0			0								
291102	Klee_CoreSkill					0.0216																	2911	2	1	6000	104301	2	112008	1	0	0			0								
291103	Klee_CoreSkill					0.0232																	2911	3	1	8000	104301	5	112008	2	0	0			0								
291104	Klee_CoreSkill					0.0256																	2911	4	1	11000	104301	10	112008	4	0	0			1								
291105	Klee_CoreSkill					0.0272																	2911	5	1	14000	104302	5	112009	2	0	0			1								
291106	Klee_CoreSkill					0.0288																	2911	6	1	17000	104302	8	112009	3	0	0			2								
291107	Klee_CoreSkill					0.032																	2911	7	1	19000	104302	12	112009	5	0	0			2								
291108	Klee_CoreSkill					0.034																	2911	8	1	22000	104303	6	112010	5	113007	1			3								
291109	Klee_CoreSkill					0.036																	2911	9	1	25000	104303	9	112010	7	113007	1			3								
291110	Klee_CoreSkill					0.04																	2911	10	1	28000	104303	12	112010	8	113007	2			4								
292101	Klee_PermanentSkill_1																						2921	1	2	0	0	0	0	0	0	0			1								
292201	Klee_PermanentSkill_2																						2922	1	2	0	0	0	0	0	0	0			3								
292301																							2923	1	2	0	0	0	0	0	0	0			0								
293101	Klee_SkillUpgrade_1					0.6504	0.5624	0.8104	1.5208	50													2931	1	3	0	0	0	0	0	0	0			0								
293102	Klee_SkillUpgrade_1					0.69918	0.60458	0.87118	1.63486	50													2931	2	3	6000	104301	2	112008	1	0	0			0								
293103	Klee_SkillUpgrade_1					0.74796	0.64676	0.93196	1.74892	50													2931	3	3	8000	104301	5	112008	2	0	0			0								
293104	Klee_SkillUpgrade_1					0.813	0.703	1.013	1.901	50													2931	4	3	11000	104301	10	112008	4	0	0			1								
