掉落ID	最小等级	最大等级	随机方式	掉落层级	子掉落1ID	子掉落1数量区间	子掉落1权重	子掉落2ID	子掉落2数量区间	子掉落2权重	子掉落3ID	子掉落3数量区间	子掉落3权重	子掉落4ID	子掉落4数量区间	子掉落4权重	子掉落5ID	子掉落5数量区间	子掉落5权重	子掉落6ID	子掉落6数量区间	子掉落6权重	子掉落7ID	子掉落7数量区间	子掉落7权重	子掉落8ID	子掉落8数量区间	子掉落8权重	子掉落9ID	子掉落9数量区间	子掉落9权重	子掉落10ID	子掉落10数量区间	子掉落10权重	子掉落11ID	子掉落11数量区间	子掉落11权重	子掉落12ID	子掉落12数量区间	子掉落12权重	子掉落13ID	子掉落13数量区间	子掉落13权重	子掉落14ID	子掉落14数量区间	子掉落14权重	子掉落15ID	子掉落15数量区间	子掉落15权重	子掉落16ID	子掉落16数量区间	子掉落16权重	子掉落17ID	子掉落17数量区间	子掉落17权重	子掉落18ID	子掉落18数量区间	子掉落18权重	子掉落19ID	子掉落19数量区间	子掉落19权重	子掉落20ID	子掉落20数量区间	子掉落20权重	子掉落21ID	子掉落21数量区间	子掉落21权重	子掉落22ID	子掉落22数量区间	子掉落22权重	子掉落23ID	子掉落23数量区间	子掉落23权重	子掉落24ID	子掉落24数量区间	子掉落24权重	子掉落25ID	子掉落25数量区间	子掉落25权重	子掉落26ID	子掉落26数量区间	子掉落26权重	子掉落27ID	子掉落27数量区间	子掉落27权重	子掉落28ID	子掉落28数量区间	子掉落28权重	子掉落29ID	子掉落29数量区间	子掉落29权重	子掉落30ID	子掉落30数量区间	子掉落30权重	节点类型	是否掉落地面	产出来源类型	每日产出次数上限	历史产出次数上限
403001715			0	1	521017	1	6600	521018	1	3400																																																																																					1	1	20013		0
403001716			0	1	521023	1	6600	521024	1	3400																																																																																					1	1	20013		0
403001800			1	0	102	100	10000	101	200	10000	202	2850	10000	113009	1.7143	10000	403001811	3.267	10000	403001815	3.57	10000	403001816	1	6300																																																																						1	1	20013		
403001811			0	1	104171	1	12129	104172	1	3235	104173	1	809	104174	1	162	104161	1	12129	104162	1	3235	104163	1	809	104164	1	162																																																																			1	1	20013		0
403001812			0	1	521000	1	10000																																																																																								1	1	20013		0
403001813			0	1	521005	1	6600	521006	1	3400																																																																																					1	1	20013		0
403001814			0	1	521011	1	6600	521012	1	3400																																																																																					1	1	20013		0
403001815			0	1	521017	1	6600	521018	1	3400																																																																																					1	1	20013		0
403001816			0	1	521023	1	6600	521024	1	3400																																																																																					1	1	20013		0
403001900			1	0	102	100	10000	101	200	10000	202	2850	10000	113009	1.7143	10000	403001911	3.267	10000	403001915	3.57	10000	403001916	1	6300																																																																						1	1	20013		
403001911			0	1	104171	1	12129	104172	1	3235	104173	1	809	104174	1	162	104161	1	12129	104162	1	3235	104163	1	809	104164	1	162																																																																			1	1	20013		0
403001912			0	1	521000	1	10000																																																																																								1	1	20013		0
403001913			0	1	521005	1	6600	521006	1	3400																																																																																					1	1	20013		0
403001914			0	1	521011	1	6600	521012	1	3400																																																																																					1	1	20013		0
403001915			0	1	521017	1	6600	521018	1	3400																																																																																					1	1	20013		0
403001916			0	1	521023	1	6600	521024	1	3400																																																																																					1	1	20013		0
403002000			1	0	102	100	10000	101	200	10000	202	2850	10000	113009	1.7143	10000	403002011	3.267	10000	403002015	3.57	10000	403002016	1	6300																																																																						1	1	20013		
403002011			0	1	104171	1	12129	104172	1	3235	104173	1	809	104174	1	162	104161	1	12129	104162	1	3235	104163	1	809	104164	1	162																																																																			1	1	20013		0
403002012			0	1	521000	1	10000																																																																																								1	1	20013		0
403002013			0	1	521005	1	6600	521006	1	3400																																																																																					1	1	20013		0
403002014			0	1	521011	1	6600	521012	1	3400																																																																																					1	1	20013		0
403002015			0	1	521017	1	6600	521018	1	3400																																																																																					1	1	20013		0
403002016			0	1	521023	1	6600	521024	1	3400																																																																																					1	1	20013		0
403002100			1	0	102	100	10000	101	200	10000	202	2850	10000	113009	1.7143	10000	403002111	3.267	10000	403002115	3.57	10000	403002116	1	6300																																																																						1	1	20013		
403002111			0	1	104171	1	12129	104172	1	3235	104173	1	809	104174	1	162	104161	1	12129	104162	1	3235	104163	1	809	104164	1	162																																																																			1	1	20013		0
403002112			0	1	521000	1	10000																																																																																								1	1	20013		0
403002113			0	1	521005	1	6600	521006	1	3400																																																																																					1	1	20013		0
403002114			0	1	521011	1	6600	521012	1	3400																																																																																					1	1	20013		0
403002115			0	1	521017	1	6600	521018	1	3400																																																																																					1	1	20013		0
403002116			0	1	521023	1	6600	521024	1	3400																																																																																					1	1	20013		0
403002200			1	0	102	100	10000	101	200	10000	202	2850	10000	113009	1.7143	10000	403002211	3.267	10000	403002215	3.57	10000	403002216	1	6300																																																																						1	1	20013		
403002211			0	1	104171	1	12129	104172	1	3235	104173	1	809	104174	1	162	104161	1	12129	104162	1	3235	104163	1	809	104164	1	162																																																																			1	1	20013		0
403002212			0	1	521000	1	10000																																																																																								1	1	20013		0
403002213			0	1	521005	1	6600	521006	1	3400																																																																																					1	1	20013		0
403002214			0	1	521011	1	6600	521012	1	3400																																																																																					1	1	20013		0
403002215			0	1	521017	1	6600	521018	1	3400																																																																																					1	1	20013		0
403002216			0	1	521023	1	6600	521024	1	3400																																																																																					1	1	20013		0
403002300			1	0	102	100	10000	101	200	10000	202	2850	10000	113009	1.7143	10000	403002311	3.267	10000	403002315	3.57	10000	403002316	1	6300																																																																						1	1	20013		
403002311			0	1	104171	1	12129	104172	1	3235	104173	1	809	104174	1	162	104161	1	12129	104162	1	3235	104163	1	809	104164	1	162																																																																			1	1	20013		0
403002312			0	1	521000	1	10000																																																																																								1	1	20013		0
403002313			0	1	521005	1	6600	521006	1	3400																																																																																					1	1	20013		0
403002314			0	1	521011	1	6600	521012	1	3400																																																																																					1	1	20013		0
403002315			0	1	521017	1	6600	521018	1	3400																																																																																					1	1	20013		0
403002316			0	1	521023	1	6600	521024	1	3400																																																																																					1	1	20013		0
403002400			1	0	102	100	10000	101	200	10000	202	2850	10000	113009	1.7143	10000	403002411	3.267	10000	403002415	3.57	10000	403002416	1	6300																																																																						1	1	20013		
403002411			0	1	104171	1	12129	104172	1	3235	104173	1	809	104174	1	162	104161	1	12129	104162	1	3235	104163	1	809	104164	1	162																																																																			1	1	20013		0
403002412			0	1	521000	1	10000																																																																																								1	1	20013		0
403002413			0	1	521005	1	6600	521006	1	3400																																																																																					1	1	20013		0
403002414			0	1	521011	1	6600	521012	1	3400																																																																																					1	1	20013		0
403002415			0	1	521017	1	6600	521018	1	3400																																																																																					1	1	20013		0
403002416			0	1	521023	1	6600	521024	1	3400																																																																																					1	1	20013		0
451000000			1	0	102	125	10000	101	200	10000	202	2700	10000	500010	1	2500	451000011	1.4556	10000	451000012	7.38	10000	451000013	1	8200																																																																						1	1	20014		
451000011			0	1	104141	1	4852	104121	1	4852	104151	1	4852																																																																																		1	1	20014		0
451000012			0	1	520200	1	10000																																																																																								1	1	20014		0
451000013			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451000014			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451000015			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451000016			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451000100			1	0	102	125	10000	101	209	10000	202	2700	10000	500010	1	2500	451000111	1.5537	10000	451000112	5.412	10000	451000113	2.788	10000																																																																						1	1	20014		
451000111			0	1	104141	1	5179	104121	1	5179	104151	1	5179																																																																																		1	1	20014		0
451000112			0	1	520200	1	10000																																																																																								1	1	20014		0
451000113			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451000114			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451000115			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451000116			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451000200			1	0	102	125	10000	101	220	10000	202	3400	10000	500010	1	2500	451000211	1.6764	10000	451000212	5.412	10000	451000213	2.788	10000																																																																						1	1	20014		
451000211			0	1	104141	1	5588	104121	1	5588	104151	1	5588																																																																																		1	1	20014		0
451000212			0	1	520200	1	10000																																																																																								1	1	20014		0
451000213			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451000214			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451000215			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451000216			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451000300			1	0	102	125	10000	101	231	10000	202	4125	10000	500010	1	2500	451000311	1.7991	10000	451000312	5.412	10000	451000313	2.788	10000																																																																						1	1	20014		
451000311			0	1	104141	1	5997	104121	1	5997	104151	1	5997																																																																																		1	1	20014		0
451000312			0	1	520200	1	10000																																																																																								1	1	20014		0
451000313			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451000314			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451000315			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451000316			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451000400			1	0	102	150	10000	101	243	10000	202	4825	10000	500010	1	2500	451000411	1.9215	10000	451000412	2.788	10000	451000413	4.592	10000	451000414	1	8200																																																																			1	1	20014		
451000411			0	1	104141	1	6405	104121	1	6405	104151	1	6405																																																																																		1	1	20014		0
451000412			0	1	520200	1	10000																																																																																								1	1	20014		0
451000413			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451000414			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451000415			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451000416			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451000500			1	0	102	150	10000	101	254	10000	202	5525	10000	500010	1	2500	451000511	2.0442	10000	451000512	2.788	10000	451000513	4.592	10000	451000514	1	8200																																																																			1	1	20014		
451000511			0	1	104141	1	6814	104121	1	6814	104151	1	6814																																																																																		1	1	20014		0
451000512			0	1	520200	1	10000																																																																																								1	1	20014		0
451000513			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451000514			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451000515			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451000516			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451000600			1	0	102	150	10000	101	265	10000	202	6250	10000	510200	1.1116	10000	500010	1	2500	451000611	2.1669	10000	451000613	5.74	10000	451000614	2.46	10000																																																																			1	1	20014		
451000611			0	1	104141	1	7223	104121	1	7223	104151	1	7223																																																																																		1	1	20014		0
451000612			0	1	520200	1	10000																																																																																								1	1	20014		0
451000613			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451000614			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451000615			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451000616			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451000700			1	0	102	150	10000	101	276	10000	202	6950	10000	510200	1.1745	10000	500010	1	2500	451000711	2.2896	10000	451000713	2.788	10000	451000714	5.412	10000																																																																			1	1	20014		
451000711			0	1	104141	1	7632	104121	1	7632	104151	1	7632																																																																																		1	1	20014		0
451000712			0	1	520200	1	10000																																																																																								1	1	20014		0
451000713			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451000714			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451000715			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451000716			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451000800			1	0	102	150	10000	101	288	10000	202	7650	10000	510200	1.2375	10000	500010	1	2500	451000811	3.0555	10000	451000813	2.788	10000	451000814	5.412	10000																																																																			1	1	20014		
451000811			0	1	104141	1	8041	104142	1	2144	104121	1	8041	104122	1	2144	104151	1	8041	104152	1	2144																																																																									1	1	20014		0
451000812			0	1	520200	1	10000																																																																																								1	1	20014		0
451000813			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451000814			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451000815			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451000816			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451000900			1	0	102	150	10000	101	299	10000	202	8375	10000	510200	1.3004	10000	500010	1	2500	451000911	3.2109	10000	451000913	2.788	10000	451000914	5.412	10000																																																																			1	1	20014		
451000911			0	1	104141	1	8450	104142	1	2253	104121	1	8450	104122	1	2253	104151	1	8450	104152	1	2253																																																																									1	1	20014		0
451000912			0	1	520200	1	10000																																																																																								1	1	20014		0
451000913			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451000914			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451000915			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451000916			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451001000			1	0	102	150	10000	101	310	10000	202	9075	10000	510200	1.3633	10000	500010	1	2500	451001011	3.3663	10000	451001014	7.708	10000	451001015	1	4920																																																																			1	1	20014		
451001011			0	1	104141	1	8859	104142	1	2362	104121	1	8859	104122	1	2362	104151	1	8859	104152	1	2362																																																																									1	1	20014		0
451001012			0	1	520200	1	10000																																																																																								1	1	20014		0
451001013			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451001014			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451001015			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451001016			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451001100			1	0	102	150	10000	101	321	10000	202	9500	10000	510200	1.4262	10000	500010	1	2500	451001111	3.5214	10000	451001114	7.708	10000	451001115	1	4920																																																																			1	1	20014		
451001111			0	1	104141	1	9267	104142	1	2471	104121	1	9267	104122	1	2471	104151	1	9267	104152	1	2471																																																																									1	1	20014		0
451001112			0	1	520200	1	10000																																																																																								1	1	20014		0
451001113			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451001114			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451001115			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451001116			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451001200			1	0	102	150	10000	101	333	10000	202	9925	10000	510200	1.4891	10000	500010	1	2500	451001211	3.8703	10000	451001214	6.15	10000	451001215	2.05	10000																																																																			1	1	20014		
451001211			0	1	104141	1	9676	104142	1	2580	104143	1	645	104121	1	9676	104122	1	2580	104123	1	645	104151	1	9676	104152	1	2580	104153	1	645																																																																1	1	20014		0
451001212			0	1	520200	1	10000																																																																																								1	1	20014		0
451001213			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451001214			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451001215			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451001216			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451001300			1	0	102	150	10000	101	344	10000	202	9925	10000	510200	1.5521	10000	500010	1	2500	451001311	4.0338	10000	451001314	6.15	10000	451001315	2.05	10000																																																																			1	1	20014		
451001311			0	1	104141	1	10085	104142	1	2688	104143	1	672	104121	1	10085	104122	1	2688	104123	1	672	104151	1	10085	104152	1	2688	104153	1	672																																																																1	1	20014		0
451001312			0	1	520200	1	10000																																																																																								1	1	20014		0
451001313			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451001314			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451001315			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451001316			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451001400			1	0	102	150	10000	101	355	10000	202	9925	10000	510200	1.615	10000	500010	1	2500	451001411	4.1976	10000	451001414	4.264	10000	451001415	3.526	10000	451001416	1	4100																																																																1	1	20014		
451001411			0	1	104141	1	10494	104142	1	2798	104143	1	700	104121	1	10494	104122	1	2798	104123	1	700	104151	1	10494	104152	1	2798	104153	1	700																																																																1	1	20014		0
451001412			0	1	520200	1	10000																																																																																								1	1	20014		0
451001413			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451001414			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451001415			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451001416			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451001500			1	0	102	150	10000	101	366	10000	202	9925	10000	510200	1.6779	10000	500010	1	2500	451001511	4.4046	10000	451001514	2.296	10000	451001515	5.084	10000	451001516	1	8200																																																																1	1	20014		
451001511			0	1	104141	1	10903	104142	1	2907	104143	1	727	104144	1	145	104121	1	10903	104122	1	2907	104123	1	727	104124	1	145	104151	1	10903	104152	1	2907	104153	1	727	104154	1	145																																																							1	1	20014		0
451001512			0	1	520200	1	10000																																																																																								1	1	20014		0
451001513			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451001514			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451001515			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451001516			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451001600			1	0	102	150	10000	101	378	10000	202	9925	10000	510200	1.7408	10000	500010	1	2500	451001611	4.5699	10000	451001614	2.296	10000	451001615	5.084	10000	451001616	1	8200																																																																1	1	20014		
451001611			0	1	104141	1	11312	104142	1	3016	104143	1	754	104144	1	151	104121	1	11312	104122	1	3016	104123	1	754	104124	1	151	104151	1	11312	104152	1	3016	104153	1	754	104154	1	151																																																							1	1	20014		0
451001612			0	1	520200	1	10000																																																																																								1	1	20014		0
451001613			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451001614			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451001615			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451001616			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451001700			1	0	102	150	10000	101	389	10000	202	9925	10000	510200	1.8037	10000	500010	1	2500	451001711	4.7349	10000	451001714	2.296	10000	451001715	5.084	10000	451001716	1	8200																																																																1	1	20014		
451001711			0	1	104141	1	11721	104142	1	3125	104143	1	781	104144	1	156	104121	1	11721	104122	1	3125	104123	1	781	104124	1	156	104151	1	11721	104152	1	3125	104153	1	781	104154	1	156																																																							1	1	20014		0
451001712			0	1	520200	1	10000																																																																																								1	1	20014		0
451001713			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451001714			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451001715			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451001716			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451001800			1	0	102	150	10000	101	400	10000	202	9925	10000	510200	1.8667	10000	500010	1	2500	451001811	4.9005	10000	451001815	6.97	10000	451001816	1.23	10000																																																																			1	1	20014		
451001811			0	1	104141	1	12129	104142	1	3235	104143	1	809	104144	1	162	104121	1	12129	104122	1	3235	104123	1	809	104124	1	162	104151	1	12129	104152	1	3235	104153	1	809	104154	1	162																																																							1	1	20014		0
451001812			0	1	520200	1	10000																																																																																								1	1	20014		0
451001813			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451001814			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451001815			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451001816			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451001900			1	0	102	150	10000	101	400	10000	202	9925	10000	510200	1.8667	10000	500010	1	2500	451001911	4.9005	10000	451001915	6.97	10000	451001916	1.23	10000																																																																			1	1	20014		
451001911			0	1	104141	1	12129	104142	1	3235	104143	1	809	104144	1	162	104121	1	12129	104122	1	3235	104123	1	809	104124	1	162	104151	1	12129	104152	1	3235	104153	1	809	104154	1	162																																																							1	1	20014		0
451001912			0	1	520200	1	10000																																																																																								1	1	20014		0
451001913			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451001914			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451001915			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451001916			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451002000			1	0	102	150	10000	101	400	10000	202	9925	10000	510200	1.8667	10000	500010	1	2500	451002011	4.9005	10000	451002015	6.97	10000	451002016	1.23	10000																																																																			1	1	20014		
451002011			0	1	104141	1	12129	104142	1	3235	104143	1	809	104144	1	162	104121	1	12129	104122	1	3235	104123	1	809	104124	1	162	104151	1	12129	104152	1	3235	104153	1	809	104154	1	162																																																							1	1	20014		0
451002012			0	1	520200	1	10000																																																																																								1	1	20014		0
451002013			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451002014			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451002015			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451002016			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451002100			1	0	102	150	10000	101	400	10000	202	9925	10000	510200	1.8667	10000	500010	1	2500	451002111	4.9005	10000	451002115	6.97	10000	451002116	1.23	10000																																																																			1	1	20014		
451002111			0	1	104141	1	12129	104142	1	3235	104143	1	809	104144	1	162	104121	1	12129	104122	1	3235	104123	1	809	104124	1	162	104151	1	12129	104152	1	3235	104153	1	809	104154	1	162																																																							1	1	20014		0
451002112			0	1	520200	1	10000																																																																																								1	1	20014		0
451002113			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451002114			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451002115			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451002116			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451002200			1	0	102	150	10000	101	400	10000	202	9925	10000	510200	1.8667	10000	500010	1	2500	451002211	4.9005	10000	451002215	6.97	10000	451002216	1.23	10000																																																																			1	1	20014		
451002211			0	1	104141	1	12129	104142	1	3235	104143	1	809	104144	1	162	104121	1	12129	104122	1	3235	104123	1	809	104124	1	162	104151	1	12129	104152	1	3235	104153	1	809	104154	1	162																																																							1	1	20014		0
451002212			0	1	520200	1	10000																																																																																								1	1	20014		0
451002213			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451002214			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451002215			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451002216			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451002300			1	0	102	150	10000	101	400	10000	202	9925	10000	510200	1.8667	10000	500010	1	2500	451002311	4.9005	10000	451002315	6.97	10000	451002316	1.23	10000																																																																			1	1	20014		
451002311			0	1	104141	1	12129	104142	1	3235	104143	1	809	104144	1	162	104121	1	12129	104122	1	3235	104123	1	809	104124	1	162	104151	1	12129	104152	1	3235	104153	1	809	104154	1	162																																																							1	1	20014		0
451002312			0	1	520200	1	10000																																																																																								1	1	20014		0
451002313			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451002314			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451002315			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451002316			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
451002400			1	0	102	150	10000	101	400	10000	202	9925	10000	510200	1.8667	10000	500010	1	2500	451002411	4.9005	10000	451002415	6.97	10000	451002416	1.23	10000																																																																			1	1	20014		
451002411			0	1	104141	1	12129	104142	1	3235	104143	1	809	104144	1	162	104121	1	12129	104122	1	3235	104123	1	809	104124	1	162	104151	1	12129	104152	1	3235	104153	1	809	104154	1	162																																																							1	1	20014		0
451002412			0	1	520200	1	10000																																																																																								1	1	20014		0
451002413			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
451002414			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
451002415			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
451002416			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
452000000			1	0	102	125	10000	101	200	10000	202	2700	10000	500010	1	2500	452000011	1.4556	10000	452000012	7.38	10000	452000013	1	8200																																																																						1	1	20014		
452000011			0	1	104111	1	4852	104171	1	4852	104161	1	4852																																																																																		1	1	20014		0
452000012			0	1	520200	1	10000																																																																																								1	1	20014		0
452000013			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
452000014			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
452000015			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
452000016			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
452000100			1	0	102	125	10000	101	209	10000	202	2700	10000	500010	1	2500	452000111	1.5537	10000	452000112	5.412	10000	452000113	2.788	10000																																																																						1	1	20014		
452000111			0	1	104111	1	5179	104171	1	5179	104161	1	5179																																																																																		1	1	20014		0
452000112			0	1	520200	1	10000																																																																																								1	1	20014		0
452000113			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
452000114			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
452000115			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
452000116			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
452000200			1	0	102	125	10000	101	220	10000	202	3400	10000	500010	1	2500	452000211	1.6764	10000	452000212	5.412	10000	452000213	2.788	10000																																																																						1	1	20014		
452000211			0	1	104111	1	5588	104171	1	5588	104161	1	5588																																																																																		1	1	20014		0
452000212			0	1	520200	1	10000																																																																																								1	1	20014		0
452000213			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
452000214			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
452000215			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
452000216			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
452000300			1	0	102	125	10000	101	231	10000	202	4125	10000	500010	1	2500	452000311	1.7991	10000	452000312	5.412	10000	452000313	2.788	10000																																																																						1	1	20014		
452000311			0	1	104111	1	5997	104171	1	5997	104161	1	5997																																																																																		1	1	20014		0
452000312			0	1	520200	1	10000																																																																																								1	1	20014		0
452000313			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
452000314			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
452000315			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
452000316			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
452000400			1	0	102	150	10000	101	243	10000	202	4825	10000	500010	1	2500	452000411	1.9215	10000	452000412	2.788	10000	452000413	4.592	10000	452000414	1	8200																																																																			1	1	20014		
452000411			0	1	104111	1	6405	104171	1	6405	104161	1	6405																																																																																		1	1	20014		0
452000412			0	1	520200	1	10000																																																																																								1	1	20014		0
452000413			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
452000414			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
452000415			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
452000416			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
452000500			1	0	102	150	10000	101	254	10000	202	5525	10000	500010	1	2500	452000511	2.0442	10000	452000512	2.788	10000	452000513	4.592	10000	452000514	1	8200																																																																			1	1	20014		
452000511			0	1	104111	1	6814	104171	1	6814	104161	1	6814																																																																																		1	1	20014		0
452000512			0	1	520200	1	10000																																																																																								1	1	20014		0
