掉落ID	最小等级	最大等级	随机方式	掉落层级	子掉落1ID	子掉落1数量区间	子掉落1权重	子掉落2ID	子掉落2数量区间	子掉落2权重	子掉落3ID	子掉落3数量区间	子掉落3权重	子掉落4ID	子掉落4数量区间	子掉落4权重	子掉落5ID	子掉落5数量区间	子掉落5权重	子掉落6ID	子掉落6数量区间	子掉落6权重	子掉落7ID	子掉落7数量区间	子掉落7权重	子掉落8ID	子掉落8数量区间	子掉落8权重	子掉落9ID	子掉落9数量区间	子掉落9权重	子掉落10ID	子掉落10数量区间	子掉落10权重	子掉落11ID	子掉落11数量区间	子掉落11权重	子掉落12ID	子掉落12数量区间	子掉落12权重	子掉落13ID	子掉落13数量区间	子掉落13权重	子掉落14ID	子掉落14数量区间	子掉落14权重	子掉落15ID	子掉落15数量区间	子掉落15权重	子掉落16ID	子掉落16数量区间	子掉落16权重	子掉落17ID	子掉落17数量区间	子掉落17权重	子掉落18ID	子掉落18数量区间	子掉落18权重	子掉落19ID	子掉落19数量区间	子掉落19权重	子掉落20ID	子掉落20数量区间	子掉落20权重	子掉落21ID	子掉落21数量区间	子掉落21权重	子掉落22ID	子掉落22数量区间	子掉落22权重	子掉落23ID	子掉落23数量区间	子掉落23权重	子掉落24ID	子掉落24数量区间	子掉落24权重	子掉落25ID	子掉落25数量区间	子掉落25权重	节点类型	是否掉落地面	产出来源类型	每日产出次数上限	历史产出次数上限
520816			0	0	518116	1	1000	517966	1	1000	517791	1	1000	517816	1	1000																																																																0				
520817			0	0	518117	1	1000	517967	1	1000	517792	1	1000	517817	1	1000																																																																0				
520818			0	0	518118	1	1000	517968	1	1000	517793	1	1000	517818	1	1000																																																																0				
520819			0	0	518119	1	1000	517969	1	1000	517794	1	1000	517819	1	1000																																																																0				
520820			0	0	518120	1	1000	517970	1	1000																																																																						0				
520821			0	0	518121	1	1000	517971	1	1000																																																																						0				
520822			0	0	518122	1	1000	517972	1	1000																																																																						0				
520823			0	0	518123	1	1000	517973	1	1000																																																																						0				
520824			0	0	518124	1	1000	517974	1	1000																																																																						0				
520900			0	0	517525	1	1000																																																																									0				
520901			0	0	517526	1	1000																																																																									0				
520902			0	0	517527	1	1000																																																																									0				
520903			0	0	517528	1	1000																																																																									0				
520904			0	0	517529	1	1000																																																																									0				
520905			0	0	517530	1	1000																																																																									0				
520906			0	0	517531	1	1000																																																																									0				
520907			0	0	517532	1	1000																																																																									0				
520908			0	0	517533	1	1000																																																																									0				
520909			0	0	517534	1	1000																																																																									0				
520910			0	0	517685	1	1000	517535	1	1000																																																																						0				
520911			0	0	517686	1	1000	517536	1	1000																																																																						0				
520912			0	0	517687	1	1000	517537	1	1000																																																																						0				
520913			0	0	517688	1	1000	517538	1	1000																																																																						0				
520914			0	0	517689	1	1000	517539	1	1000																																																																						0				
520915			0	0	517940	1	1000	518090	1	1000	517690	1	1000																																																																			0				
520916			0	0	517941	1	1000	518091	1	1000	517691	1	1000																																																																			0				
520917			0	0	517942	1	1000	518092	1	1000	517692	1	1000																																																																			0				
520918			0	0	517943	1	1000	518093	1	1000	517693	1	1000																																																																			0				
520919			0	0	517944	1	1000	518094	1	1000	517694	1	1000																																																																			0				
520920			0	0	517945	1	1000	518095	1	1000																																																																						0				
520921			0	0	517946	1	1000	518096	1	1000																																																																						0				
520922			0	0	517947	1	1000	518097	1	1000																																																																						0				
520923			0	0	517948	1	1000	518098	1	1000																																																																						0				
520924			0	0	517949	1	1000	518099	1	1000																																																																						0				
521000			0	0	517525	1	1000																																																																									0				
521001			0	0	517526	1	1000																																																																									0				
521002			0	0	517527	1	1000																																																																									0				
521003			0	0	517528	1	1000																																																																									0				
521004			0	0	517529	1	1000																																																																									0				
521005			0	0	517530	1	1000																																																																									0				
521006			0	0	517531	1	1000																																																																									0				
521007			0	0	517532	1	1000																																																																									0				
521008			0	0	517533	1	1000																																																																									0				
521009			0	0	517534	1	1000																																																																									0				
521010			0	0	517685	1	1000	517535	1	1000																																																																						0				
521011			0	0	517686	1	1000	517536	1	1000																																																																						0				
521012			0	0	517687	1	1000	517537	1	1000																																																																						0				
521013			0	0	517688	1	1000	517538	1	1000																																																																						0				
521014			0	0	517689	1	1000	517539	1	1000																																																																						0				
521015			0	0	517940	1	1000	518090	1	1000	517690	1	1000																																																																			0				
521016			0	0	517941	1	1000	518091	1	1000	517691	1	1000																																																																			0				
521017			0	0	517942	1	1000	518092	1	1000	517692	1	1000																																																																			0				
521018			0	0	517943	1	1000	518093	1	1000	517693	1	1000																																																																			0				
521019			0	0	517944	1	1000	518094	1	1000	517694	1	1000																																																																			0				
521020			0	0	517945	1	1000	518095	1	1000																																																																						0				
521021			0	0	517946	1	1000	518096	1	1000																																																																						0				
521022			0	0	517947	1	1000	518097	1	1000																																																																						0				
521023			0	0	517948	1	1000	518098	1	1000																																																																						0				
521024			0	0	517949	1	1000	518099	1	1000																																																																						0				
521100			0	0	517550	1	1000																																																																									0				
521101			0	0	517551	1	1000																																																																									0				
521102			0	0	517552	1	1000																																																																									0				
521103			0	0	517553	1	1000																																																																									0				
521104			0	0	517554	1	1000																																																																									0				
521105			0	0	517555	1	1000																																																																									0				
521106			0	0	517556	1	1000																																																																									0				
521107			0	0	517557	1	1000																																																																									0				
521108			0	0	517558	1	1000																																																																									0				
521109			0	0	517559	1	1000																																																																									0				
521110			0	0	517635	1	1000	517660	1	1000	517685	1	1000	517560	1	1000																																																																0				
521111			0	0	517636	1	1000	517661	1	1000	517686	1	1000	517561	1	1000																																																																0				
521112			0	0	517637	1	1000	517662	1	1000	517687	1	1000	517562	1	1000																																																																0				
521113			0	0	517638	1	1000	517663	1	1000	517688	1	1000	517563	1	1000																																																																0				
521114			0	0	517639	1	1000	517664	1	1000	517689	1	1000	517564	1	1000																																																																0				
521115			0	0	517640	1	1000	517665	1	1000	517690	1	1000																																																																			0				
521116			0	0	517641	1	1000	517666	1	1000	517691	1	1000																																																																			0				
521117			0	0	517642	1	1000	517667	1	1000	517692	1	1000																																																																			0				
521118			0	0	517643	1	1000	517668	1	1000	517693	1	1000																																																																			0				
521119			0	0	517644	1	1000	517669	1	1000	517694	1	1000																																																																			0				
521120			0	0																																																																												0				
521121			0	0																																																																												0				
521122			0	0																																																																												0				
521123			0	0																																																																												0				
521124			0	0																																																																												0				
521200			0	0	517525	1	1000	517550	1	1000																																																																						0				
521201			0	0	517526	1	1000	517551	1	1000																																																																						0				
521202			0	0	517527	1	1000	517552	1	1000																																																																						0				
521203			0	0	517528	1	1000	517553	1	1000																																																																						0				
521204			0	0	517529	1	1000	517554	1	1000																																																																						0				
521205			0	0	517530	1	1000	517555	1	1000																																																																						0				
521206			0	0	517531	1	1000	517556	1	1000																																																																						0				
521207			0	0	517532	1	1000	517557	1	1000																																																																						0				
521208			0	0	517533	1	1000	517558	1	1000																																																																						0				
521209			0	0	517534	1	1000	517559	1	1000																																																																						0				
521210			0	0	517635	1	1000	517685	1	1000	517535	1	1000	517560	1	1000																																																																0				
521211			0	0	517636	1	1000	517686	1	1000	517536	1	1000	517561	1	1000																																																																0				
521212			0	0	517637	1	1000	517687	1	1000	517537	1	1000	517562	1	1000																																																																0				
521213			0	0	517638	1	1000	517688	1	1000	517538	1	1000	517563	1	1000																																																																0				
521214			0	0	517639	1	1000	517689	1	1000	517539	1	1000	517564	1	1000																																																																0				
521215			0	0	517640	1	1000	517690	1	1000																																																																						0				
521216			0	0	517641	1	1000	517691	1	1000																																																																						0				
521217			0	0	517642	1	1000	517692	1	1000																																																																						0				
521218			0	0	517643	1	1000	517693	1	1000																																																																						0				
521219			0	0	517644	1	1000	517694	1	1000																																																																						0				
521220			0	0																																																																												0				
521221			0	0																																																																												0				
521222			0	0																																																																												0				
521223			0	0																																																																												0				
521224			0	0																																																																												0				
521300			0	0																																																																												0				
521301			0	0																																																																												0				
521302			0	0																																																																												0				
521303			0	0																																																																												0				
521304			0	0																																																																												0				
521305			0	0																																																																												0				
521306			0	0																																																																												0				
521307			0	0																																																																												0				
521308			0	0																																																																												0				
521309			0	0																																																																												0				
521310			0	0																																																																												0				
521311			0	0																																																																												0				
521312			0	0																																																																												0				
521313			0	0																																																																												0				
521314			0	0																																																																												0				
521315			0	0																																																																												0				
521316			0	0																																																																												0				
521317			0	0																																																																												0				
521318			0	0																																																																												0				
521319			0	0																																																																												0				
521320			0	0																																																																												0				
521321			0	0																																																																												0				
521322			0	0																																																																												0				
521323			0	0																																																																												0				
521324			0	0																																																																												0				
